	Soil_All	Soil_Unique	Root_All	Root_Unique	Gall_All	Gall_Unique	J2_All	J2_Unique
0	18	7	42	14	36	10	34	27
1	55	43	34	8	22	5	27	19
2	45	23	56	15	93	39	66	52
3	66	57	34	12	24	8	41	33
