	Soil_All	Soil_Unique	Root_All	Root_Unique	Gall_All	Gall_Unique	J2_All	J2_Unique
0	15	6	39	14	32	10	33	26
1	45	34	32	7	22	5	27	19
2	36	17	50	13	82	33	61	47
3	52	43	29	9	22	7	40	33
